Latitude(deg),Longitude(deg),Time Zone,Tilt(deg),PV Azimuth(deg),Clearance_Height,Pitch,RowType(first interior last single),TransmissionFactor(open area fraction),sensorsy(# hor rows in panel),PVfrontSurface(glass or ARglass),PVbackSurface(glass or ARglass),Albedo,Tracking,backtracking
55.696,12.104,1.0,25,180,0.4526554883892796,2.1939700465352594,interior,0.04,12,glass,glass,,False,False
date,DNI,DHI,albedo,decHRs,ghi,inc,zen,azm,pvFrontSH,aveFrontGroundGHI,GTIfrontBroadBand,pvBackSH,aveBackGroundGHI,GTIbackBroadBand,maxShadow,Tamb,VWind,No_1_RowFrontGTI,No_2_RowFrontGTI,No_3_RowFrontGTI,No_4_RowFrontGTI,No_5_RowFrontGTI,No_6_RowFrontGTI,No_7_RowFrontGTI,No_8_RowFrontGTI,No_9_RowFrontGTI,No_10_RowFrontGTI,No_11_RowFrontGTI,No_12_RowFrontGTI,No_1_RowBackGTI,No_2_RowBackGTI,No_3_RowBackGTI,No_4_RowBackGTI,No_5_RowBackGTI,No_6_RowBackGTI,No_7_RowBackGTI,No_8_RowBackGTI,No_9_RowBackGTI,No_10_RowBackGTI,No_11_RowBackGTI,No_12_RowBackGTI
2019-01-01 09:00:00+01:00,0.245347806616969,4.91418125836745,0.192,8.5,4.914626241971839,72.78549214155507,89.8960834546948,134.13799931686242,0.9865545835004952,2.7787579244928597,4.756581652739974,1.0,2.7787579244928597,0.23021018123280654,2.1939700465352594,5.78043483651202,3.08695652627426,4.131110122662044,4.182801546275016,4.2324458221547365,4.279318231514902,4.3237151883781895,4.3454489815848865,4.385813229429058,4.405323871154892,4.423046568647854,4.440287685226471,4.474601920115869,4.499197661094969,0.5025736850723448,0.5005468319956119,0.4933398146403875,0.5018943938804812,0.5150049292632433,0.5209800898258969,0.5388608850329204,0.5479317134333924,0.5699515770059701,0.5917104127704198,0.6124250142596597,0.6323802253491326
2019-01-01 10:00:00+01:00,1.5327595875081,22.6285597668753,0.192,9.5,22.73145481504363,66.69779145233025,86.15080601309418,142.54704937547837,0.6276804916648401,12.532745242585694,23.4268779536458,1.0,12.532745242585694,4.455179238522177,2.1939700465352594,5.79833341439565,3.32055554621749,18.603389847674052,18.836155766876853,19.059703522077413,19.270769561057737,19.47068869971932,19.568560585243727,19.75032016923427,20.911661099259355,22.235979055690926,22.189095942373694,22.10988144858188,22.0682636974973,2.2662261300233517,2.257034741697032,2.224528703193623,2.262975732342386,2.2444018328361763,2.2712566820621967,2.268833256113238,2.309615820061984,2.320491827279346,2.3248839448069214,2.319269792369196,2.30502039232571
2019-01-01 11:00:00+01:00,5.31104851050509,49.3830219957563,0.192,10.5,50.13920238941556,59.3127922671674,81.81448286646096,155.72010397583574,0.3879217821411613,26.77146020676305,54.61791757122916,1.0,26.77146020676305,9.848551145304635,2.1939700465352594,5.71833329995473,2.79694443543752,39.62267860976897,40.11838510867646,40.594460767941975,41.04395479740737,45.00542929828011,51.92844639939696,52.31552725676171,52.224259019640414,52.12600161532427,52.03351755798623,51.87869827273558,51.79651836913534,4.840511427234182,4.820889368931994,4.751554587715678,4.833388306442821,4.7983836857883295,4.855522614171316,4.855163324225431,4.941960185856913,4.970231026126382,4.984999484393044,4.97876345279748,4.954437980796032
2019-01-01 12:00:00+01:00,0.78240626272228,82.6732387330797,0.192,11.5,82.81872122361206,54.775775421613304,79.28391925344697,169.47127277710672,0.2927049721920369,42.76758405325913,93.94722033053094,1.0,42.76758405325913,16.324018244430903,2.1939700465352594,5.85666670004526,3.08694444273908,63.124107782940605,63.913753722892295,64.67212903764319,76.71755236276789,89.30423272491299,89.63631863507747,90.25292598221934,90.12491451441652,89.98507846760755,89.85379469556479,89.63737722179506,89.52052738988439,7.732135696964372,7.7008090981731385,7.590199361938973,7.7204942320306005,7.674676178524107,7.765620513018779,7.775581341506964,7.913765837296068,7.97000878571513,8.005414905541828,8.008032296390214,7.9824939073375045
2019-01-01 13:00:00+01:00,3.76999382280373,72.5957714813997,0.192,12.5,73.33037634221273,53.81912724739799,78.76370471691008,183.5165904947801,0.27582352298375146,38.69269207534201,79.34043468321906,1.0,38.69269207534201,14.438634335590626,2.1939700465352594,6.01643452471677,3.30250695920588,57.21143271207088,57.92716121716846,58.614545859587835,69.98359794099302,75.41193029624266,75.71291288588594,76.27180131418686,76.14859929891591,76.01497430219872,75.88936640019782,75.68073758209314,75.56902938559107,6.995786818871497,6.967434591791054,6.867274488379866,6.985411678567117,6.939792479299059,7.02226945005884,7.026981271606389,7.1522789734681185,7.198664334151911,7.22588831224067,7.223118445499122,7.19455825820064
2019-01-01 14:00:00+01:00,33.1362622924149,93.1907371309068,0.192,13.5,98.77462555589653,56.62598313024302,80.29863147744408,197.46188245122775,0.3279205293809569,43.863880948513334,146.4467994609056,1.0,43.863880948513334,20.311908826379312,2.1939700465352594,6.01999996503194,3.00499999978476,63.860788946385206,64.65924595117205,65.42608711493088,70.8068146386329,138.52862057271096,138.86456191684138,139.48804378043542,139.5497416213001,139.59219801079297,139.63618957159665,139.74961018030987,139.7863927717259,7.9275047933669684,7.895515304164529,7.782867830350576,7.91433855853404,7.9778831561072625,8.069482108431139,8.19648817821039,8.335842214356063,8.517158852705654,8.684879448109871,8.82690886923967,8.947810215026799
2019-01-01 15:00:00+01:00,2.27193345638612,47.410805246565,0.192,14.5,47.65778624147708,62.68933502536074,83.75906453886472,210.95153663736863,0.4801703039640872,24.943392919948387,56.90994669563759,1.0,24.943392919948387,9.364835140676211,2.1939700465352594,5.95166671276092,3.05666665509343,36.85703338394171,37.31811231972051,37.760931979568625,38.17902680270436,38.575041277664795,42.33954007784803,54.13425024649204,54.05250168703976,53.96411827977945,53.88098894957618,53.742450128805544,53.66854742120389,4.509760799692103,4.4914843531434805,4.426936486932889,4.503030271729238,4.472256140811264,4.525376397449502,4.526918173912846,4.607622966413338,4.635914694671561,4.651766601666067,4.648200298164453,4.627925404224914
2019-01-02 09:00:00+01:00,0.239409247931745,3.62273819176192,0.192,8.5,3.623291102041929,72.80139319613609,89.86767656667809,134.00324415730395,0.9828637662567126,2.0485114673517666,3.523816684238316,1.0,2.0485114673517666,0.16971112212527206,2.1939700465352594,2.82989694900119,3.33814432571843,3.0454576074567834,3.083564559233439,3.1201623523987987,3.1547167237126965,3.1874461898202253,3.2034683588372266,3.2332249090372414,3.2476081690778864,3.2606733512706136,3.273383511917171,3.298679992189084,3.3216564844868954,0.370499281784484,0.36900507854707,0.36369204797636195,0.36999848397192625,0.379663574069482,0.3840684601938831,0.3972501816763504,0.4039371957642382,0.4201702401672686,0.4362108537338186,0.4514816560847437,0.46619263437109437
2019-01-02 10:00:00+01:00,0.261782508509026,18.5356181912952,0.192,9.5,18.553366923438578,66.69800892940793,86.11239053581822,142.41438615366798,0.6239670546347837,10.481736859900474,17.3082332202022,1.0,10.481736859900474,3.6341944823714654,2.1939700465352594,2.95333334207534,3.40249999827808,15.58198529224928,15.776957875418248,15.964208917017658,16.14100487745519,16.308463789819783,16.390440679060877,16.54268878526121,16.549843742742873,16.552133359076127,16.511455231830094,16.44244837227474,16.406354536372117,1.8954375356952355,1.8877480068280246,1.8605414265314384,1.8927547876586026,1.8763267343714347,1.8988316061093073,1.8958842416288755,1.9300560398754811,1.9381900506819827,1.9408344939300433,1.9350390465279237,1.9219530236363482
2019-01-02 11:00:00+01:00,0.267281295441918,29.9610337522294,0.192,10.5,29.999343716157203,59.284375622753394,81.75929880728785,155.59232604397107,0.3843381964690768,16.943098511222594,27.944782704508466,1.0,16.943098511222594,5.874561790294621,2.1939700465352594,3.02499997218449,3.17944444517294,25.18677434731128,25.501928438457867,25.80460141604428,26.090374777955503,26.411433734434617,26.623423211947927,26.869517365497423,26.803671884547327,26.733703933950125,26.667695815021826,26.555672901160857,26.497106383661677,3.0638580794407906,3.0514283537791256,3.0074509887104717,3.059520369920613,3.0328063710938022,3.069182949560527,3.0642479327216514,3.1194829147397516,3.1324488479593557,3.1365304890849384,3.126958936723764,3.105592130065657
